customer_id,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,loan_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,total_payments,missed_payments,partial_payments,delinquent_months,avg_days_late,max_days_late,total_emi_due,total_emi_paid,payment_completion_rate,delinquency_rate,avg_inflow,avg_outflow,avg_net_cash_flow,avg_cash_flow_consistency,avg_balance_volatility,total_spending_shocks,total_overdrafts
C03588,Azad Jhaveri,21,Female,Pune,Single,Student,Student,11768,6890,1430,66626,Owned,Bachelor,1,655,28,0,0,153,YouTube,iPhone,61,LN231689,Education,146769,139037,48,8.36,3417.84,0.29,2025-09-27,36,64,0.236,Medium,1,,0.98,Active,0,12,0,1,0,3.0,9,50239.56,47930.64,0.954,0.0,10488.666666666666,7496.666666666667,2992.0,68.75,0.32083333333333336,1,1
C03589,Jackson Goswami,44,Male,Nagpur,Single,Salaried,Accountant,120524,72907,17253,1549670,Rented,Bachelor,1,699,23,13,0,90,Instagram,Android,39,LN515132,Medical,2561514,2255572,36,16.58,79946.61,0.66,2025-07-07,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.56,Rejected,0,21,0,1,0,3.6666666666666665,9,2097435.48,2035373.9400000002,0.97,0.0,120542.83333333333,87813.66666666667,32729.166666666668,84.41666666666667,0.38083333333333336,2,2
C03590,Chandani Roy,28,Male,Darbhanga,Married,Salaried,Software Engineer,90723,46946,26038,1028773,Owned,Diploma,4,711,11,3,0,11,Referral,Web,3,LN535310,Vehicle,2861919,2406277,36,10.88,78641.75,0.87,2025-09-27,63,37,0.398,High,0,Insufficient Repayment Capacity,2.21,Rejected,0,24,2,2,2,9.291666666666666,79,600791.76,535737.43,0.892,0.083,90797.33333333333,51740.083333333336,39057.25,95.5,0.33666666666666667,1,1
C03591,Veer Tak,56,Female,Meerut,Married,Self-employed,Freelancer,83619,65627,14749,1330026,Rented,Diploma,4,674,68,2,4,343,YouTube,Web,89,LN903574,Personal,2864081,2680110,36,16.06,94304.13,1.13,2026-03-14,78,22,0.488,High,0,Insufficient Repayment Capacity,2.67,Rejected,0,12,2,4,2,10.5,50,2238007.56,1574938.9100000001,0.704,0.167,86488.58333333333,76466.08333333333,10022.5,73.91666666666667,0.34833333333333333,1,3
C03592,Ishanvi Sachdev,56,Male,Delhi,Married,Salaried,Teacher,56661,32766,13961,401093,Owned,Master,1,742,20,18,1,211,Instagram,Android,54,LN344590,Vehicle,932340,915150,60,10.83,19820.08,0.35,2025-08-07,27,73,0.182,Medium,1,,1.35,Closed,0,17,0,3,2,5.294117647058823,17,1286004.78,1200503.49,0.934,0.118,56120.333333333336,30874.333333333332,25246.0,79.83333333333333,0.37166666666666665,0,0
C03593,Janya Chada,34,Male,Pune,Married,Salaried,Teacher,69358,28066,4429,775449,Rented,Bachelor,4,697,17,1,0,117,Referral,Android,32,LN856349,Home Renovation,1000459,988337,60,8.05,20063.57,0.29,2024-07-01,20,80,0.14,Low,1,,1.19,Active,0,12,1,0,1,9.416666666666666,77,727905.96,667247.13,0.917,0.083,68408.58333333333,31184.25,37224.333333333336,94.5,0.3491666666666666,2,0
C03594,Bhanumati Agrawal,52,Male,Srinagar,Married,Salaried,Doctor,60740,45119,5416,350574,Rented,Diploma,4,675,21,17,0,230,Referral,iPhone,90,LN643203,Personal,1063093,927539,36,14.8,32062.67,0.53,2024-07-29,50,50,0.32,High,1,,1.27,Active,0,12,0,3,0,4.25,13,2227018.44,2024495.27,0.909,0.0,60436.416666666664,42743.25,17693.166666666668,75.16666666666667,0.3491666666666666,0,0
C03595,Pranit Zachariah,45,Male,Bhubaneswar,Married,Self-employed,Freelancer,241686,119198,83153,3723767,Rented,High School,2,718,93,6,1,61,Facebook,iPhone,17,LN177640,Vehicle,9899185,9602660,48,9.52,241340.66,1.0,2025-10-11,70,30,0.44,High,0,Insufficient Repayment Capacity,3.31,Rejected,0,18,2,3,2,10.944444444444445,74,3528674.28,2952652.02,0.837,0.111,234855.33333333334,121714.16666666667,113141.16666666667,87.58333333333333,0.3541666666666667,0,0
C03596,Anita Natarajan,52,Male,Darbhanga,Single,Self-employed,Freelancer,148381,73253,22800,2001765,Owned,Master,1,763,93,27,6,91,Facebook,Web,55,LN479110,Vehicle,7601158,5356129,60,6.77,105477.52,0.71,2025-07-17,33,67,0.218,Medium,0,Insufficient Repayment Capacity,3.01,Rejected,0,15,1,2,2,7.6,47,2346436.35,2092886.25,0.892,0.133,156094.25,81222.83333333333,74871.41666666667,84.33333333333333,0.14916666666666667,1,1
C03597,Finn Khatri,48,Female,Ballia,Married,Salaried,Accountant,47407,30785,11892,729062,Rented,PhD,2,709,31,9,2,91,Google Ads,Web,57,LN263899,Personal,1970378,1561172,24,21.21,80382.96,1.7,2024-10-15,73,27,0.458,High,0,Insufficient Repayment Capacity,2.74,Rejected,0,12,1,5,2,10.25,48,1877285.7600000002,1281065.6600000001,0.682,0.167,46495.583333333336,32265.416666666668,14230.166666666666,77.16666666666667,0.37000000000000005,1,1
C03598,Urmi Sarma,22,Female,Mumbai,Single,Student,Student,14451,9451,1323,81326,Rented,Bachelor,1,581,3,0,0,13,Facebook,Web,5,LN380184,Personal,222883,220775,12,20.92,20548.72,1.42,2025-06-27,76,24,0.476,High,0,Insufficient Repayment Capacity,1.27,Rejected,0,15,3,3,3,15.333333333333334,77,91472.1,66442.28,0.726,0.2,12394.333333333334,9900.083333333334,2494.25,56.75,0.6258333333333334,1,4
C03599,Onkar Doshi,54,Male,Darbhanga,Married,Salaried,Accountant,50640,30395,10133,365241,Rented,High School,4,692,45,1,0,168,Google Ads,Web,73,LN122609,Home Renovation,1052739,935350,60,9.79,19776.91,0.39,2024-06-16,47,53,0.302,Medium,1,,1.54,Defaulted,1,22,8,5,10,23.954545454545453,72,471917.38,259230.64,0.549,0.455,50427.0,34142.083333333336,16284.916666666666,83.58333333333333,0.3558333333333333,2,1
C03600,Inaya Doctor,54,Female,Kolkata,Married,Salaried,Teacher,28403,15417,10602,128248,Rented,Diploma,3,730,11,12,0,159,Referral,Web,93,LN220788,Personal,309010,305834,12,23.95,28912.14,1.02,2026-05-12,68,32,0.428,High,0,Insufficient Repayment Capacity,0.9,Rejected,0,12,2,1,2,16.0,82,275461.19999999995,221691.77999999997,0.805,0.167,28856.583333333332,15809.75,13046.833333333334,93.75,0.4025,1,0
C03601,Bachittar Lala,64,Female,Pune,Married,Self-employed,Shop Owner,101916,53858,5787,2239030,Rented,Diploma,2,740,88,5,5,51,YouTube,iPhone,17,LN518224,Personal,1287534,949400,24,19.03,47871.78,0.47,2025-01-22,22,78,0.152,Low,1,,0.78,Closed,0,21,4,6,5,15.619047619047619,86,882684.81,616345.7,0.698,0.238,103347.75,61251.416666666664,42096.333333333336,51.916666666666664,0.3125,1,0
C03602,Zayan Sur,20,Male,Darbhanga,Single,Unemployed,Unemployed,2995,2301,0,6675,Rented,PhD,1,480,19,0,0,159,Facebook,Android,79,LN419935,Personal,50000,44812,36,17.56,1610.19,0.54,2024-11-19,100,0,0.62,High,0,High Risk,1.25,Rejected,0,22,2,4,2,9.818181818181818,72,24931.72,20818.36,0.835,0.091,1938.8333333333333,2694.1666666666665,-755.3333333333334,41.75,0.6175,3,8
C03603,Jonathan Wable,23,Female,Delhi,Single,Unemployed,Unemployed,1807,1363,0,265,Owned,Diploma,1,510,11,0,0,179,Instagram,iPhone,70,LN351824,Personal,50000,37552,36,20.62,1407.46,0.78,2024-10-13,100,0,0.62,High,0,High Risk,1.73,Rejected,0,21,8,2,9,26.333333333333332,89,157305.54,92195.48,0.586,0.429,1054.8333333333333,1453.5,-398.6666666666667,56.083333333333336,0.6033333333333334,2,9
C03604,Harshil Joshi,56,Male,Darbhanga,Married,Salaried,Teacher,149969,75794,55320,1800627,Rented,PhD,2,752,26,5,2,122,Instagram,iPhone,68,LN904427,Personal,979925,954538,24,14.52,46064.96,0.31,2025-07-13,32,68,0.212,Medium,1,,0.53,Defaulted,1,16,2,2,3,12.9375,86,1932537.44,1626158.66,0.841,0.188,151129.33333333334,77172.16666666667,73957.16666666667,77.16666666666667,0.16916666666666666,0,0
C03605,Oni Sangha,54,Male,Surat,Married,Self-employed,Freelancer,138828,90050,48189,1782653,Rented,Master,2,694,63,23,1,169,Google Ads,Web,46,LN176239,Personal,4175936,3855977,12,13.45,345219.98,2.49,2024-07-02,68,32,0.428,High,0,Insufficient Repayment Capacity,2.31,Rejected,0,24,5,7,8,15.041666666666666,66,2860584.96,1961964.64,0.686,0.333,140557.16666666666,96335.08333333333,44222.083333333336,83.58333333333333,0.34,0,0
C03606,Bhavani Samra,31,Male,Bangalore,Married,Salaried,Bank Officer,59494,41112,7141,368718,Family Owned,Diploma,3,723,101,1,8,194,Instagram,iPhone,63,LN143285,Medical,678593,557252,12,19.15,51394.34,0.86,2025-02-27,50,50,0.32,High,0,Insufficient Repayment Capacity,0.78,Rejected,0,12,1,2,1,9.916666666666666,71,959163.36,810306.38,0.845,0.083,59738.75,48412.0,11326.75,77.66666666666667,0.3233333333333333,2,2
C03607,Gaurika Misra,60,Male,Chennai,Single,Salaried,Sales Executive,77832,51997,16568,1303903,Rented,Diploma,0,743,88,33,1,137,YouTube,Web,51,LN506033,Home Renovation,1517380,1486613,60,8.53,30521.64,0.39,2025-10-12,32,68,0.212,Medium,1,,1.59,Active,0,13,1,0,1,8.076923076923077,88,471365.18,435106.32,0.923,0.077,77403.75,54023.75,23380.0,95.0,0.4083333333333334,1,1
C03608,Mugdha Dube,34,Female,Chapra,Single,Self-employed,Consultant,73099,40371,16594,338446,Family Owned,Diploma,1,706,112,11,6,162,Instagram,iPhone,67,LN729760,Medical,2175253,1698335,36,15.24,59073.14,0.81,2025-03-01,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.94,Rejected,0,24,0,1,0,2.8333333333333335,15,435971.28,428712.0,0.983,0.0,78580.91666666667,43321.666666666664,35259.25,82.58333333333333,0.345,1,0
C03609,Prisha Balay,54,Male,Ballia,Married,Salaried,Government Employee,41704,24762,3376,539912,Family Owned,Bachelor,3,739,64,3,3,96,Google Ads,iPhone,60,LN393279,Home Renovation,333474,275123,60,8.22,5607.51,0.13,2025-05-25,23,77,0.158,Low,1,,0.55,Active,0,15,0,1,0,2.4,5,122472.75,121180.33,0.989,0.0,41413.416666666664,25231.166666666668,16182.25,88.0,0.38166666666666665,0,0
C03610,Lohit Gade,31,Male,Delhi,Married,Self-employed,Consultant,40372,18732,11446,262888,Family Owned,PhD,2,704,48,1,0,86,YouTube,iPhone,57,LN892088,Personal,326312,306234,24,20.25,15623.45,0.39,2025-04-21,35,65,0.23,Medium,1,,0.63,Active,0,12,0,1,0,3.6666666666666665,7,197586.72000000003,195493.22,0.989,0.0,36049.916666666664,18875.75,17174.166666666668,53.333333333333336,0.35250000000000004,0,0
C03611,Kalpit Vasa,48,Male,Jamshedpur,Divorced,Salaried,Government Employee,63503,34825,18460,706038,Rented,High School,2,709,60,15,2,231,Facebook,Web,72,LN222620,Home Renovation,910171,804174,48,10.25,20492.62,0.32,2024-06-04,37,63,0.242,Medium,1,,1.06,Closed,0,13,3,4,4,19.0,68,279267.43,184841.96000000002,0.662,0.308,62924.333333333336,33700.5,29223.833333333332,76.5,0.38833333333333336,0,0
C03612,Quincy Sodhi,43,Male,Darbhanga,Married,Salaried,Teacher,101788,60979,20265,1625500,Family Owned,Bachelor,4,758,104,3,7,2,Referral,iPhone,1,LN495994,Business,2208184,2011203,48,13.23,54185.41,0.53,2024-11-10,45,55,0.29,Medium,1,,1.65,Closed,0,12,0,0,0,2.0,5,841072.2000000001,841072.2000000001,1.0,0.0,101647.08333333333,65940.83333333333,35706.25,82.75,0.10416666666666667,1,0
C03613,Madhav Banik,39,Male,Ballia,Married,Salaried,Government Employee,60795,37351,17363,756056,Rented,Diploma,4,704,39,6,1,181,Referral,Web,100,LN406962,Home Renovation,206413,200380,60,9.58,4216.19,0.07,2025-10-02,35,65,0.23,Medium,1,,0.27,Active,0,22,0,0,0,2.727272727272727,5,435466.02,435466.02,1.0,0.0,60338.583333333336,38106.25,22232.333333333332,95.16666666666667,0.3775,0,0
C03614,Xavier Sathe,31,Male,Patna,Single,Salaried,Accountant,119085,92700,7124,2408625,Rented,High School,1,746,117,9,4,147,Referral,iPhone,39,LN730357,Vehicle,545108,452900,48,11.85,11893.27,0.1,2024-09-10,25,75,0.17,Medium,1,,0.32,Closed,0,17,1,3,2,8.352941176470589,73,882777.02,737539.1499999999,0.835,0.118,119052.5,92375.5,26677.0,98.91666666666667,0.30833333333333335,0,0
C03615,George Bhatnagar,22,Male,Patna,Single,Salaried,Bank Officer,103404,70923,3772,3697585,Family Owned,Bachelor,0,682,16,0,1,243,YouTube,Web,62,LN911271,Business,2380818,1895563,60,15.26,45354.43,0.44,2024-06-23,18,82,0.128,Low,1,,1.53,Closed,0,21,3,4,3,11.333333333333334,68,1569502.8299999998,1245231.99,0.793,0.143,103522.58333333333,71077.91666666667,32444.666666666668,85.58333333333333,0.34166666666666673,0,0
C03616,Kevin Raval,25,Female,Patna,Single,Student,Student,22751,11575,3804,61510,Owned,Diploma,1,660,34,0,2,127,YouTube,Web,37,LN828945,Personal,559308,554321,12,20.3,51428.87,2.26,2026-01-06,69,31,0.434,High,0,Insufficient Repayment Capacity,2.03,Rejected,0,20,3,5,5,13.3,68,463458.39999999997,351017.69999999995,0.757,0.25,16104.416666666666,13763.0,2341.4166666666665,72.5,0.3358333333333334,2,5
C03617,Ekaja Deo,52,Male,Bangalore,Married,Salaried,Government Employee,45806,24608,14618,518165,Rented,Diploma,4,716,2,23,0,12,Google Ads,iPhone,4,LN477570,Business,489352,411790,60,14.03,9588.04,0.21,2025-12-11,42,58,0.272,Medium,1,,0.75,Closed,0,20,1,5,3,8.9,66,777406.7999999999,673438.8899999999,0.866,0.15,44919.833333333336,24846.833333333332,20073.0,99.5,0.3408333333333333,0,0
C03618,Tanish Thakkar,32,Female,Nagpur,Single,Salaried,Government Employee,130670,71522,7573,1096122,Owned,High School,0,722,65,5,0,177,Facebook,iPhone,52,LN106762,Business,1315414,980447,48,12.84,26225.15,0.2,2025-06-20,13,87,0.098,Low,1,,0.63,Closed,0,24,0,1,0,2.4166666666666665,5,3203322.7199999997,3135774.1,0.979,0.0,131849.33333333334,75486.91666666667,56362.416666666664,88.33333333333333,0.3133333333333333,1,1
C03619,Qabil Uppal,48,Female,Bhubaneswar,Married,Salaried,Bank Officer,33187,25359,1969,260313,Rented,High School,4,703,112,2,9,232,Facebook,Web,83,LN337871,Business,317253,301486,36,13.39,10214.98,0.31,2024-10-07,30,70,0.2,Medium,1,,0.76,Closed,0,23,3,6,4,11.565217391304348,76,650685.4099999999,489706.87999999995,0.753,0.174,33369.333333333336,26399.833333333332,6969.5,74.91666666666667,0.37999999999999995,1,1
C03620,Ekansh Sahni,21,Female,Mumbai,Single,Student,Student,19079,17438,3110,75653,Family Owned,Bachelor,0,558,16,0,1,35,Facebook,iPhone,10,LN430436,Medical,212878,158534,24,16.74,7818.49,0.41,2024-07-06,80,20,0.5,High,1,,0.69,Closed,0,13,3,3,5,18.46153846153846,86,66519.83,45082.95,0.678,0.385,14577.166666666666,20066.166666666668,-5489.0,74.41666666666667,0.6041666666666666,2,9
C03621,Tripti Mohanty,56,Female,Indore,Single,Salaried,Bank Officer,48506,37058,16379,209877,Rented,PhD,1,693,30,6,2,84,YouTube,Android,50,LN781047,Home Renovation,894705,657709,48,9.79,16614.95,0.34,2024-10-18,55,45,0.35,High,1,,1.13,Active,0,24,1,2,2,4.333333333333333,32,58784.64,53777.64,0.915,0.083,49466.416666666664,41303.083333333336,8163.333333333333,87.83333333333333,0.36916666666666664,1,1
C03622,Chatura Chand,22,Female,Mumbai,Single,Student,Student,5795,4299,124,22007,Rented,High School,0,614,35,0,1,156,Facebook,Web,42,LN437067,Education,102224,86297,36,10.21,2793.08,0.48,2026-04-24,70,30,0.44,High,1,,1.24,Defaulted,1,18,4,3,4,17.27777777777778,89,37434.96,26017.719999999998,0.695,0.222,5331.333333333333,4996.833333333333,334.5,41.833333333333336,0.6608333333333333,1,4
C03623,Logan Nayak,52,Female,Surat,Married,Self-employed,Contractor,228112,93888,47560,1946055,Family Owned,PhD,2,651,63,1,0,258,Google Ads,Android,66,LN428172,Medical,3106149,2226203,24,14.15,107044.25,0.47,2024-08-19,35,65,0.23,Medium,1,,0.81,Active,0,12,0,3,0,5.166666666666667,15,6134113.5600000005,5503612.5,0.897,0.0,247591.83333333334,98390.75,149201.08333333334,56.5,0.38666666666666666,0,0
C03624,Tejas Mohan,37,Female,Ranchi,Married,Salaried,Doctor,79184,54971,8180,1341444,Rented,Bachelor,3,708,16,6,0,141,YouTube,Web,49,LN148747,Home Renovation,1795874,1362013,48,10.21,34681.69,0.44,2025-06-14,42,58,0.272,Medium,1,,1.43,Closed,0,20,2,0,2,9.8,88,204424.4,183981.96,0.9,0.1,78372.0,53295.75,25076.25,97.66666666666667,0.32666666666666666,0,0
C03625,Urvi Kothari,36,Male,Srinagar,Married,Salaried,Teacher,62075,46230,16460,716716,Family Owned,Master,2,698,72,8,6,170,Facebook,Web,73,LN407308,Business,498288,466136,36,13.88,15904.27,0.26,2024-11-04,47,53,0.302,Medium,1,,0.63,Active,0,24,11,1,11,27.666666666666668,82,807855.1199999999,432737.42,0.536,0.458,61443.333333333336,45735.083333333336,15708.25,90.75,0.3558333333333333,0,0
C03626,Urishilla Saxena,62,Female,Hyderabad,Single,Self-employed,Shop Owner,156360,78625,35144,4477141,Owned,Master,1,747,46,16,2,233,Google Ads,Web,60,LN356866,Personal,1301586,1168002,12,23.05,109909.52,0.7,2025-08-26,33,67,0.218,Medium,0,Insufficient Repayment Capacity,0.62,Rejected,0,15,3,1,3,15.8,86,3683789.25,2887641.62,0.784,0.2,165441.08333333334,76591.0,88850.08333333333,90.41666666666667,0.33416666666666667,0,0
C03627,Ayush Varty,49,Male,Ahmedabad,Married,Self-employed,Shop Owner,40290,28455,1802,361683,Rented,PhD,3,660,62,4,1,25,Google Ads,Android,9,LN112053,Business,586614,561803,48,11.74,14722.81,0.37,2025-08-12,30,70,0.2,Medium,1,,1.16,Closed,0,21,0,4,1,3.9523809523809526,17,325160.85000000003,308080.53,0.947,0.048,43083.166666666664,30449.25,12633.916666666666,57.333333333333336,0.3475,1,1
C03628,Indira Saini,32,Female,Chennai,Married,Salaried,Software Engineer,36299,26062,9314,607906,Rented,PhD,2,718,48,1,1,40,Facebook,iPhone,13,LN737706,Vehicle,1294590,1031739,36,11.88,34209.4,0.94,2026-04-05,73,27,0.458,High,0,Insufficient Repayment Capacity,2.37,Rejected,0,12,4,2,5,22.083333333333332,76,343816.56,215981.86000000002,0.628,0.417,35753.5,26250.833333333332,9502.666666666666,86.16666666666667,0.33666666666666667,0,0
C03629,Eiravati Parmer,59,Female,Indore,Single,Self-employed,Business Owner,89311,69655,10283,1573515,Rented,Diploma,1,651,46,7,2,350,YouTube,Web,96,LN787877,Business,325446,310173,48,11.49,8090.59,0.09,2026-02-10,25,75,0.17,Medium,1,,0.29,Defaulted,1,24,0,7,1,5.583333333333333,20,1414016.6400000001,1268902.07,0.897,0.042,87993.0,75826.16666666667,12166.833333333334,59.083333333333336,0.36000000000000004,1,1
C03630,Lajita Garde,32,Male,Srinagar,Single,Salaried,Sales Executive,126154,51150,40630,4218405,Family Owned,High School,0,705,38,4,0,161,Google Ads,iPhone,62,LN709391,Personal,4051384,3065079,12,16.52,278852.04,2.21,2025-06-06,51,49,0.326,High,0,Insufficient Repayment Capacity,2.02,Rejected,0,21,1,0,1,6.666666666666667,87,231369.39,220351.8,0.952,0.048,125397.25,50790.25,74607.0,74.66666666666667,0.325,0,0
C03631,Lajita Bhat,58,Male,Delhi,Married,Salaried,Bank Officer,71326,56006,104,1265958,Family Owned,High School,4,740,112,11,8,261,Google Ads,Web,69,LN144833,Medical,477161,376544,24,19.74,19116.72,0.27,2025-10-02,25,75,0.17,Medium,1,,0.44,Active,0,16,1,1,1,5.75,43,556934.24,511578.24,0.919,0.062,71771.75,58140.416666666664,13631.333333333334,98.0,0.3425,0,0
C03632,Frederick Rajagopalan,51,Female,Chennai,Married,Salaried,Software Engineer,113832,47404,19148,2312122,Rented,High School,4,751,22,18,1,31,YouTube,iPhone,11,LN755919,Personal,2080429,1514111,24,13.68,72468.15,0.64,2025-05-17,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.11,Rejected,0,18,0,2,1,4.0,18,522596.34,507182.92000000004,0.971,0.056,112972.66666666667,49537.833333333336,63434.833333333336,89.25,0.15916666666666665,0,0
C03633,Darika De,24,Male,Ranchi,Single,Student,Student,9098,7837,2240,22172,Owned,Bachelor,0,584,2,0,0,176,Instagram,iPhone,67,LN701447,Medical,82739,70297,24,20.3,3588.13,0.39,2024-08-11,75,25,0.47,High,1,,0.64,Defaulted,1,15,4,5,6,20.066666666666666,80,51366.6,30376.93,0.591,0.4,7794.083333333333,7896.25,-102.16666666666667,71.16666666666667,0.6541666666666667,0,6
C03634,Eshana Purohit,36,Male,Patna,Married,Self-employed,Freelancer,185362,115251,53242,2068123,Owned,PhD,3,667,70,7,2,280,Instagram,Web,78,LN222975,Vehicle,665277,558089,60,11.96,12403.1,0.07,2024-07-22,35,65,0.23,Medium,1,,0.25,Active,0,16,1,1,1,6.125,73,1155292.16,1048099.6099999999,0.907,0.062,182552.75,115501.58333333333,67051.16666666667,53.833333333333336,0.37916666666666665,0,0
C03635,Lohit Sachdeva,59,Female,Nagpur,Married,Salaried,Sales Executive,99804,79695,39831,1429534,Family Owned,High School,2,703,14,7,1,46,Google Ads,Android,18,LN335929,Home Renovation,2365360,2208222,60,8.41,45209.33,0.45,2026-02-12,65,35,0.41,High,0,Insufficient Repayment Capacity,1.84,Rejected,0,17,2,3,2,12.529411764705882,84,220674.28,176341.24,0.799,0.118,100405.16666666667,79229.0,21176.166666666668,83.58333333333333,0.3358333333333334,0,0
C03636,Kala Raja,60,Female,Surat,Married,Salaried,Software Engineer,114306,50092,43034,1827028,Owned,Bachelor,4,745,66,23,4,87,YouTube,iPhone,25,LN865293,Vehicle,593027,513430,24,9.14,23488.91,0.21,2025-06-28,37,63,0.242,Medium,1,,0.37,Closed,0,12,4,3,4,25.083333333333332,82,117434.63999999998,62970.009999999995,0.536,0.333,113718.08333333333,49949.25,63768.833333333336,85.25,0.36333333333333334,0,0
C03637,Ijaya Chad,20,Female,Chapra,Single,Student,Student,27691,16078,8262,158681,Owned,High School,1,633,10,0,0,44,Referral,Android,18,LN332525,Education,316361,287568,48,9.63,7242.48,0.26,2026-02-12,65,35,0.41,High,1,,0.87,Defaulted,1,23,3,4,4,10.478260869565217,63,111142.67,89308.38,0.804,0.174,21845.416666666668,15672.583333333334,6172.833333333333,46.0,0.5991666666666667,0,2
C03638,Aarnav Pillay,37,Female,Bhopal,Divorced,Salaried,Bank Officer,52870,24955,7200,883966,Owned,Diploma,1,760,100,2,6,216,Referral,iPhone,71,LN542368,Medical,567984,512713,24,13.94,24602.3,0.47,2026-05-11,10,90,0.08,Low,1,,0.81,Closed,0,19,0,1,0,2.3684210526315788,6,571470.6,562918.47,0.985,0.0,52319.333333333336,26398.5,25920.833333333332,98.58333333333333,0.13416666666666668,0,0
C03639,Veer Bajaj,60,Male,Mumbai,Single,Salaried,Doctor,98624,66081,36408,606710,Rented,Master,1,680,51,16,4,302,Google Ads,Web,91,LN827819,Vehicle,3516796,3199576,48,9.88,80965.25,0.82,2026-01-29,63,37,0.398,High,0,Insufficient Repayment Capacity,2.7,Rejected,0,12,2,2,3,12.666666666666666,55,2468946.5999999996,1919034.2999999998,0.777,0.25,98089.83333333333,73016.08333333333,25073.75,87.25,0.365,1,1
C03640,Quincy Bassi,28,Male,Srinagar,Divorced,Salaried,Bank Officer,62850,30085,14982,522725,Rented,Bachelor,1,692,117,0,2,103,Referral,iPhone,33,LN821793,Medical,2014518,1688793,24,18.37,84613.7,1.35,2025-02-03,51,49,0.326,High,0,Insufficient Repayment Capacity,2.24,Rejected,0,16,3,1,4,19.0625,90,534358.08,426245.38999999996,0.798,0.25,62638.333333333336,30115.75,32522.583333333332,78.08333333333333,0.3408333333333333,0,0
C03641,Darpan Munshi,27,Male,Nagpur,Single,Salaried,Accountant,44519,30876,16077,292328,Owned,Bachelor,1,682,58,4,2,87,Instagram,Web,49,LN846251,Business,1219755,1046545,36,12.17,34845.31,0.78,2025-03-29,55,45,0.35,High,0,Insufficient Repayment Capacity,1.96,Rejected,0,20,3,2,4,11.8,78,316563.8,259184.91,0.819,0.2,44700.916666666664,36212.333333333336,8488.583333333334,84.66666666666667,0.3358333333333334,1,1
C03642,Benjamin Mane,24,Male,Nagpur,Single,Salaried,Government Employee,121715,72566,25024,1375869,Rented,PhD,0,722,40,1,0,66,Instagram,Android,20,LN356415,Business,1668959,1590142,48,11.29,41322.35,0.34,2025-06-01,37,63,0.242,Medium,1,,1.09,Active,0,16,3,3,5,15.3125,90,1652074.24,1204039.6,0.729,0.312,122655.41666666667,77346.58333333333,45308.833333333336,77.58333333333333,0.3641666666666667,0,0
C03643,Balvan Bhargava,55,Female,Darbhanga,Married,Salaried,Doctor,48267,21849,3760,196286,Rented,Master,4,731,43,5,2,103,Google Ads,iPhone,38,LN187148,Personal,432290,360281,36,15.14,12513.97,0.26,2024-10-24,28,72,0.188,Medium,1,,0.62,Active,0,24,1,1,1,6.375,88,642962.3999999999,608192.38,0.946,0.042,47872.0,23067.916666666668,24804.083333333332,79.33333333333333,0.365,0,0
C03644,Siya Mutti,38,Female,Ahmedabad,Married,Salaried,Government Employee,103181,62820,13917,2833441,Family Owned,Master,3,721,14,7,0,177,YouTube,iPhone,74,LN849241,Business,4355539,3331644,48,13.91,90891.75,0.88,2026-01-11,56,44,0.356,High,0,Insufficient Repayment Capacity,2.69,Rejected,0,19,4,4,6,15.0,63,1907848.9000000001,1324478.02,0.694,0.316,101154.16666666667,79538.0,21616.166666666668,75.75,0.3641666666666667,3,3
C03645,Janaki Dora,56,Male,Meerut,Married,Salaried,Bank Officer,136861,103732,44277,3934806,Rented,Master,4,712,67,14,2,138,Facebook,Android,82,LN548696,Personal,4860525,4797247,12,23.09,451515.74,3.3,2025-08-25,73,27,0.458,High,0,Insufficient Repayment Capacity,2.92,Rejected,0,24,1,4,2,5.125,35,468995.04,424730.68,0.906,0.083,136200.33333333334,104255.58333333333,31944.75,84.25,0.3566666666666667,0,0
C03646,Tanveer Jha,29,Male,Mumbai,Single,Self-employed,Freelancer,47661,35786,15849,798800,Owned,Bachelor,1,672,12,3,0,150,Facebook,Web,48,LN447873,Vehicle,963205,811000,36,10.59,26393.91,0.55,2025-11-17,55,45,0.35,High,0,Insufficient Repayment Capacity,1.42,Rejected,0,13,3,3,4,19.384615384615383,86,638257.62,448421.27999999997,0.703,0.308,46858.666666666664,39310.583333333336,7548.083333333333,53.0,0.3741666666666667,2,3
C03647,Lipika Nayak,37,Female,Srinagar,Married,Salaried,Software Engineer,28389,18316,5490,138746,Rented,PhD,4,675,28,3,1,40,Referral,Android,19,LN842527,Business,892778,769628,48,15.95,21791.77,0.77,2025-11-22,76,24,0.476,High,0,Insufficient Repayment Capacity,2.26,Rejected,0,19,5,1,5,17.05263157894737,83,645606.8899999999,471501.81999999995,0.73,0.263,28013.166666666668,20295.166666666668,7718.0,76.75,0.32583333333333336,1,1
