loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,avg_days_late,max_days_late,delinquency_count,partial_payment_count,missed_payment_count,avg_net_cash_flow,avg_balance_volatility,avg_cash_flow_consistency,spending_shock_count,overdraft_count
LN986552,C04019,Home Renovation,4755822,3917594,48,9.54,98497.1,0.66,2025-02-05,53,47,0.338,High,0,Insufficient Repayment Capacity,2.19,Rejected,0,Ira Sanghvi,34,Female,Ballia,Single,Self-employed,Freelancer,218658,132371,26872,4947365,Rented,PhD,1,671,31,9,0,143,YouTube,Web,56,11.652173913043478,84,5,5,3.0,56038.25,0.12666666666666668,76.0,1,1
LN529171,C04020,Vehicle,1617470,1375866,48,9.29,34428.26,0.28,2025-10-11,23,77,0.158,Low,1,0,0.94,Active,0,Harrison Lal,20,Male,Ballia,Married,Unemployed,Unemployed,10144,6675,0,520,Rented,Bachelor,3,464,12,0,1,268,Google Ads,iPhone,98,5.7,47,1,0,1.0,63186.0,0.3491666666666667,80.41666666666667,0,0
LN887964,C04021,Personal,195226,167518,24,20.77,8589.11,0.41,2026-05-13,51,49,0.326,High,1,0,0.66,Closed,0,Varenya Om,59,Male,Chennai,Married,Salaried,Accountant,121737,90080,15960,3814660,Owned,High School,2,740,42,19,2,225,Facebook,Android,95,6.066666666666666,20,2,4,0.0,5383.0,0.6216666666666667,56.25,0,1
LN843215,C04022,Business,2600670,1941055,36,12.99,65392.47,1.14,2024-07-26,39,61,0.254,Medium,0,Insufficient Repayment Capacity,2.81,Rejected,0,Amol Nanda,20,Female,Surat,Single,Student,Student,7415,4821,835,38216,Rented,High School,0,598,19,0,1,180,Referral,Android,62,7.090909090909091,57,2,1,2.0,24604.166666666668,0.16416666666666666,84.66666666666667,0,0
LN163943,C04023,Business,4117719,3029639,60,15.81,73369.43,0.49,2026-05-17,47,53,0.302,Medium,1,0,1.7,Closed,0,Mekhala Acharya,41,Male,Patna,Married,Salaried,Sales Executive,72217,51319,28551,1053699,Owned,Master,3,686,55,7,1,82,Referral,iPhone,37,11.2,76,3,2,3.0,21481.833333333332,0.36083333333333334,91.75,1,1
LN547202,C04024,Personal,190964,167366,36,14.83,5787.87,0.2,2024-06-14,78,22,0.488,High,1,0,0.48,Closed,0,Abhiram Bora,21,Other,Delhi,Single,Student,Student,6455,4270,838,32238,Rented,High School,1,615,17,0,0,179,Referral,Android,68,16.88235294117647,88,5,3,3.0,2998.5,0.6883333333333334,47.333333333333336,2,4
LN609549,C04025,Business,1087299,808011,36,15.79,28323.57,0.32,2025-04-10,13,87,0.098,Low,1,0,0.77,Closed,0,Nicholas Minhas,22,Female,Patna,Single,Salaried,Teacher,105128,48991,1134,1639516,Rented,Diploma,0,730,27,0,1,391,Facebook,iPhone,99,2.789473684210526,5,0,1,0.0,36900.333333333336,0.37083333333333335,70.16666666666667,0,0
LN508457,C04026,Medical,52015,38648,12,18.93,3560.38,0.34,2025-11-30,100,0,0.62,High,0,High Risk,0.3,Rejected,0,Chaitaly Ramanathan,33,Male,Mumbai,Single,Self-employed,Business Owner,76963,40323,5895,945261,Rented,Diploma,0,717,114,2,1,265,Instagram,iPhone,70,32.833333333333336,90,5,2,5.0,-4563.666666666667,0.66,40.75,1,12
LN386761,C04027,Home Renovation,2113032,1844117,48,9.71,46515.16,0.57,2026-04-24,53,47,0.338,High,0,Insufficient Repayment Capacity,1.89,Rejected,0,Yutika Pandya,31,Male,Ahmedabad,Married,Salaried,Sales Executive,119934,74246,17369,2061479,Family Owned,High School,1,740,103,5,5,212,Google Ads,Web,58,13.266666666666667,82,3,1,3.0,43701.5,0.3491666666666667,86.75,1,0
LN411281,C04028,Business,453265,346987,48,14.78,9618.26,0.27,2024-09-20,18,82,0.128,Low,1,0,0.81,Closed,0,Forum Ben,20,Male,Chapra,Married,Student,Student,6450,4612,1667,32342,Rented,Bachelor,4,614,7,0,0,116,Google Ads,iPhone,57,6.095238095238095,64,2,1,1.0,6353.083333333333,0.38083333333333336,77.83333333333333,3,3
LN549079,C04029,Home Renovation,1797766,1703811,60,9.65,35908.23,0.25,2025-09-20,45,55,0.29,Medium,1,0,0.98,Active,0,Gavin Bali,26,Female,Ballia,Married,Self-employed,Consultant,61134,27979,4075,797196,Family Owned,Diploma,2,706,76,3,0,244,YouTube,Web,86,7.523809523809524,60,2,1,2.0,25549.916666666668,0.35250000000000004,96.75,1,1
LN210633,C04030,Vehicle,827765,608674,60,11.59,13413.85,0.29,2026-01-13,18,82,0.128,Low,1,0,1.09,Active,0,Isaac Sheth,32,Male,Nagpur,Single,Salaried,Teacher,116067,64941,20862,1671155,Rented,Diploma,1,755,62,1,0,161,Google Ads,iPhone,96,3.6842105263157894,18,1,1,0.0,20183.0,0.325,85.66666666666667,0,0
LN818731,C04031,Medical,632074,606822,12,18.12,55668.1,0.43,2025-08-04,32,68,0.212,Medium,1,0,0.39,Defaulted,1,Charles Kata,28,Male,Srinagar,Single,Salaried,Doctor,134353,103882,45293,2796292,Owned,Diploma,0,702,13,2,1,174,Referral,Android,80,22.333333333333332,81,4,4,4.0,46283.416666666664,0.34,81.0,0,0
LN569132,C04032,Vehicle,2586248,2171737,48,9.85,54924.55,0.49,2025-05-13,65,35,0.41,High,1,0,1.62,Active,0,Yauvani Bhat,41,Female,Srinagar,Single,Salaried,Accountant,79524,58061,1690,277966,Rented,High School,0,706,69,19,0,164,Google Ads,iPhone,78,15.578947368421053,82,5,3,4.0,29510.416666666668,0.33499999999999996,90.91666666666667,1,1
LN889337,C04033,Personal,401451,360299,36,20.12,13412.04,0.66,2025-08-11,93,7,0.578,High,0,High Risk,1.47,Rejected,0,Varsha Borah,37,Female,Pune,Married,Salaried,Sales Executive,38217,16097,557,394139,Owned,Master,2,736,53,3,0,164,Referral,iPhone,49,18.833333333333332,79,6,5,4.0,-3678.8333333333335,0.6483333333333333,49.583333333333336,4,9
LN347112,C04034,Vehicle,2850418,2360032,60,10.57,50808.17,0.43,2025-10-14,60,40,0.38,High,1,0,1.68,Active,0,Chaitanya Hari,21,Female,Delhi,Single,Unemployed,Unemployed,9065,7004,0,19501,Owned,Diploma,0,484,18,0,0,159,YouTube,Android,43,18.0,83,5,3,4.0,37228.833333333336,0.37333333333333335,84.41666666666667,0,0
LN523370,C04035,Medical,1898906,1331071,24,12.95,63250.29,0.74,2026-04-08,33,67,0.218,Medium,0,Insufficient Repayment Capacity,1.31,Rejected,0,Zarna Keer,22,Male,Hyderabad,Single,Student,Student,7751,5159,2880,40324,Rented,High School,1,586,17,0,0,209,Facebook,Web,59,8.210526315789474,73,3,3,1.0,40058.083333333336,0.3416666666666666,84.66666666666667,1,0
LN652605,C04036,Vehicle,2529097,2317865,36,8.74,73427.33,0.73,2026-05-17,60,40,0.38,High,0,Insufficient Repayment Capacity,1.91,Rejected,0,Ekavir Sehgal,60,Male,Bhopal,Married,Salaried,Bank Officer,126571,73793,20652,3754599,Owned,Bachelor,4,785,106,3,6,45,Referral,Web,30,10.166666666666666,44,3,4,3.0,38060.0,0.37000000000000005,52.083333333333336,0,0
LN257988,C04037,Vehicle,5920081,4882673,48,10.64,125343.31,0.58,2025-01-07,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.89,Rejected,0,Qabil Bakshi,25,Male,Pune,Married,Student,Student,27909,14919,6075,151753,Rented,Bachelor,3,616,68,0,2,39,Google Ads,iPhone,17,10.157894736842104,61,3,4,2.0,111456.75,0.36166666666666664,72.0,0,0
LN541689,C04038,Medical,226156,176462,12,18.65,16232.67,0.2,2025-11-27,23,77,0.158,Low,1,0,0.18,Closed,0,Orinder Chawla,26,Male,Ballia,Married,Self-employed,Shop Owner,72551,39964,15696,1284680,Owned,Diploma,4,674,28,3,0,261,Instagram,Web,75,2.0,5,0,0,0.0,40481.666666666664,0.3833333333333333,93.83333333333333,1,1
LN109236,C04039,Medical,501901,391708,12,11.59,34727.7,0.94,2026-05-19,43,57,0.278,Medium,0,Insufficient Repayment Capacity,0.89,Rejected,0,Arjun Chaudhary,38,Female,Kolkata,Single,Salaried,Bank Officer,114365,50707,27678,1602272,Family Owned,Master,1,760,65,13,4,152,Facebook,iPhone,47,11.666666666666666,62,2,2,2.0,14543.25,0.35083333333333333,81.75,1,1
LN498794,C04040,Home Renovation,7560836,6418805,48,9.2,160342.5,0.69,2024-09-30,63,37,0.398,High,0,Insufficient Repayment Capacity,2.3,Rejected,0,Andrew Vala,19,Male,Srinagar,Single,Student,Student,25671,17069,1548,88646,Owned,High School,1,615,2,0,0,225,Facebook,Android,63,12.4,77,3,1,2.0,111424.91666666667,0.3566666666666667,61.666666666666664,0,0
LN330392,C04041,Vehicle,1155947,1004971,24,11.92,47269.94,1.0,2025-08-05,55,45,0.35,High,0,Insufficient Repayment Capacity,1.76,Rejected,0,Adweta Modi,25,Female,Darbhanga,Single,Salaried,Sales Executive,130081,73209,3040,4255550,Family Owned,Diploma,1,694,35,3,0,64,YouTube,Web,36,20.958333333333332,77,8,5,7.0,15887.916666666666,0.6658333333333334,52.416666666666664,1,1
LN227416,C04042,Medical,1702441,1610947,12,14.82,145264.56,1.34,2026-04-06,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.24,Rejected,0,Netra Pandya,27,Male,Chennai,Married,Salaried,Accountant,109333,68473,15567,2832189,Rented,High School,4,738,95,5,5,81,Instagram,Android,25,14.0,85,3,1,2.0,43715.416666666664,0.33916666666666667,83.0,1,1
LN305030,C04043,Medical,184786,174072,24,19.34,8803.51,0.4,2025-05-15,93,7,0.578,High,0,High Risk,0.67,Rejected,0,Ayushman Sanghvi,58,Female,Chapra,Married,Salaried,Bank Officer,64394,47833,21838,996911,Owned,High School,3,714,72,17,2,255,Facebook,iPhone,88,14.333333333333334,74,6,7,3.0,-5442.083333333333,0.7108333333333333,50.75,2,10
LN473688,C04044,Home Renovation,3396557,3143545,60,9.73,66374.18,0.63,2025-10-17,20,80,0.14,Low,1,0,2.51,Closed,0,Amruta Kibe,56,Male,Srinagar,Divorced,Salaried,Teacher,96503,73458,13296,340771,Rented,PhD,0,725,105,26,2,37,Google Ads,Android,11,3.176470588235294,14,0,1,0.0,44897.0,0.3833333333333333,78.16666666666667,1,1
LN763464,C04045,Home Renovation,56318,48171,60,10.41,1033.24,0.01,2024-07-11,40,60,0.26,Medium,1,0,0.03,Defaulted,1,Inaya Hayre,27,Male,Darbhanga,Married,Salaried,Doctor,86656,44093,33153,820208,Rented,Master,4,695,107,2,2,50,Facebook,iPhone,32,13.421052631578947,82,5,7,3.0,46394.416666666664,0.3641666666666667,85.16666666666667,1,1
LN636411,C04046,Vehicle,4083560,2950857,60,11.25,64527.3,0.49,2024-09-07,27,73,0.182,Medium,1,0,1.88,Closed,0,Warjas Chakrabarti,44,Male,Ranchi,Divorced,Self-employed,Contractor,83433,44739,30129,723679,Rented,Diploma,2,728,84,6,6,159,Google Ads,iPhone,72,8.846153846153847,87,1,1,1.0,45287.25,0.3516666666666666,96.83333333333333,1,1
LN301335,C04047,Medical,58517,55749,36,17.83,2010.71,0.06,2024-10-20,23,77,0.158,Low,1,0,0.14,Closed,0,Charles Dhar,22,Male,Ranchi,Single,Student,Student,13072,11210,513,41753,Owned,High School,0,607,3,0,0,194,YouTube,Android,58,2.588235294117647,5,0,0,0.0,19351.5,0.3758333333333333,95.0,0,0
LN619766,C04048,Personal,2190894,1818840,24,18.01,90812.74,0.91,2024-09-21,65,35,0.41,High,0,Insufficient Repayment Capacity,1.52,Rejected,0,Hemal Thakkar,47,Male,Chennai,Married,Unemployed,Unemployed,3621,2497,0,5887,Rented,Diploma,3,497,43,0,1,25,YouTube,Android,15,10.25,73,2,3,1.0,33375.833333333336,0.39749999999999996,82.83333333333333,1,1
LN903827,C04049,Personal,601286,504994,12,14.07,45358.59,0.33,2025-06-09,18,82,0.128,Low,1,0,0.31,Defaulted,1,Ira Sahni,38,Male,Bangalore,Single,Salaried,Bank Officer,62718,36105,11135,828113,Family Owned,Diploma,1,725,75,11,2,159,YouTube,Web,68,18.75,77,3,2,3.0,48082.833333333336,0.30916666666666665,84.5,1,1
LN286410,C04050,Vehicle,2457915,2157489,48,8.48,53158.07,0.26,2024-08-13,45,55,0.29,Medium,1,0,0.88,Defaulted,1,Naksh Goda,60,Female,Bangalore,Married,Self-employed,Business Owner,38288,20948,11721,490301,Rented,Bachelor,1,708,49,34,4,272,Instagram,iPhone,81,8.5625,50,3,6,1.0,19448.666666666668,0.3541666666666667,74.08333333333333,1,2
LN500874,C04051,Vehicle,200000,174779,60,12.75,3954.43,0.3,2025-06-13,100,0,0.62,High,0,High Risk,1.1,Rejected,0,Balvan Gara,34,Female,Hyderabad,Married,Salaried,Doctor,41131,27185,2141,380809,Rented,Bachelor,4,679,41,7,0,191,Facebook,Android,97,13.125,86,3,6,2.0,-4562.083333333333,0.6316666666666667,52.583333333333336,2,10
LN669254,C04052,Business,2997926,2854792,48,14.14,78212.04,0.73,2024-12-16,58,42,0.368,High,0,Insufficient Repayment Capacity,2.22,Rejected,0,Darika Rai,59,Female,Srinagar,Married,Salaried,Teacher,124356,79739,11884,3441661,Owned,Diploma,4,704,83,0,4,149,Google Ads,iPhone,54,23.22222222222222,89,6,1,6.0,43018.083333333336,0.3725,93.58333333333333,1,1
LN102782,C04053,Home Renovation,1503376,1491972,48,11.3,38778.52,0.77,2025-07-07,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.47,Rejected,0,Arjun Wali,29,Female,Bhubaneswar,Married,Salaried,Software Engineer,148975,60557,57811,1522700,Rented,PhD,2,724,81,3,1,34,Google Ads,Web,10,2.8095238095238093,5,0,0,0.0,24936.333333333332,0.3833333333333333,88.0,1,0
LN669590,C04054,Medical,558854,535938,36,17.23,19169.06,0.53,2025-05-19,28,72,0.188,Medium,1,0,1.23,Defaulted,1,Xiti Biswas,58,Female,Delhi,Married,Salaried,Bank Officer,49703,39368,16271,655423,Owned,Bachelor,2,732,87,13,5,205,Facebook,Web,61,20.0,77,8,4,6.0,17219.5,0.33,77.16666666666667,1,1
LN900037,C04055,Medical,115081,88066,24,11.25,4114.8,0.16,2025-12-02,45,55,0.29,Medium,1,0,0.29,Defaulted,1,Ridhi Bhasin,23,Female,Delhi,Single,Salaried,Accountant,56769,43257,18257,669115,Owned,PhD,1,707,29,1,2,3,Instagram,Android,1,18.75,80,4,1,4.0,12432.083333333334,0.36916666666666664,77.33333333333333,0,0
LN914682,C04056,Vehicle,2025479,1689951,48,8.09,41328.07,0.8,2024-08-20,53,47,0.338,High,0,Insufficient Repayment Capacity,2.73,Rejected,0,Naveen Bumb,23,Male,Darbhanga,Single,Salaried,Teacher,136703,60065,47646,2458087,Family Owned,Diploma,1,752,47,1,2,336,Facebook,Web,89,24.0,86,7,6,5.0,10859.916666666666,0.375,97.66666666666667,1,1
LN664352,C04057,Home Renovation,346252,242879,48,8.9,6032.53,0.07,2025-01-05,25,75,0.17,Medium,1,0,0.23,Active,0,Vedhika Date,23,Male,Chennai,Single,Student,Student,21932,20012,4717,51873,Owned,Bachelor,0,591,59,0,2,13,YouTube,Web,5,7.8125,51,3,2,1.0,32384.25,0.3283333333333333,57.5,0,0
LN425211,C04058,Vehicle,1357262,951140,48,11.24,24693.71,0.81,2025-05-03,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.61,Rejected,0,Charita Sha,54,Male,Ahmedabad,Married,Salaried,Teacher,124251,69164,7290,1398779,Rented,Diploma,1,743,80,17,6,288,Referral,Web,90,7.214285714285714,59,1,0,1.0,16033.583333333334,0.35083333333333333,81.83333333333333,1,0
LN680075,C04059,Medical,139630,133956,36,19.25,4927.24,0.18,2024-06-30,33,67,0.218,Medium,1,0,0.41,Closed,0,Xiti Shukla,55,Female,Hyderabad,Married,Salaried,Bank Officer,109868,56151,18583,2939187,Rented,Master,4,713,23,0,0,281,Referral,Web,75,2.9285714285714284,16,1,1,0.0,11861.083333333334,0.3491666666666667,82.41666666666667,1,1
LN498328,C04060,Home Renovation,186600,175658,60,8.06,3566.76,0.05,2025-10-30,8,92,0.068,Low,1,0,0.2,Active,0,Nakul Sachar,46,Female,Darbhanga,Married,Salaried,Teacher,52098,25536,2019,853033,Rented,Diploma,4,748,74,5,2,33,YouTube,Android,14,2.857142857142857,5,0,0,0.0,25982.916666666668,0.3516666666666666,83.58333333333333,0,0
LN508360,C04061,Vehicle,2556189,2556002,24,8.86,116606.18,0.81,2024-07-09,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.47,Rejected,0,Radha Rout,47,Male,Bhopal,Single,Salaried,Bank Officer,102275,40973,13110,2891687,Rented,High School,0,725,59,10,4,116,YouTube,Android,70,6.083333333333333,20,4,5,0.0,68899.08333333333,0.29,82.5,0,0
LN224116,C04062,Personal,2406449,2090661,24,23.13,109629.81,1.4,2025-10-30,63,37,0.398,High,0,Insufficient Repayment Capacity,2.22,Rejected,0,Ranbir Bains,59,Female,Delhi,Divorced,Salaried,Government Employee,130632,53613,25309,3942888,Owned,Bachelor,2,785,91,9,6,32,Google Ads,iPhone,14,23.785714285714285,85,5,2,5.0,32047.416666666668,0.38166666666666665,80.91666666666667,1,0
LN691033,C04063,Home Renovation,5403601,4543362,60,11.7,100377.16,0.55,2024-11-24,43,57,0.278,Medium,1,0,2.07,Defaulted,1,Viraj Subramaniam,22,Female,Hyderabad,Married,Student,Student,21238,20778,8279,93451,Family Owned,High School,3,549,20,0,0,93,Facebook,Web,27,16.944444444444443,70,6,6,4.0,28469.083333333332,0.345,72.16666666666667,1,3
LN470398,C04064,Personal,454922,448696,12,17.66,41063.88,1.58,2024-06-09,88,12,0.548,High,0,High Risk,1.44,Rejected,0,George Pal,36,Male,Delhi,Married,Salaried,Bank Officer,135402,77483,26109,1255171,Owned,High School,4,690,11,6,0,89,YouTube,iPhone,47,9.583333333333334,35,2,2,2.0,-7899.916666666667,0.6425,38.75,4,8
LN662167,C04065,Personal,3776903,3482663,24,20.72,178480.3,1.57,2025-01-21,56,44,0.356,High,0,Insufficient Repayment Capacity,2.56,Rejected,0,Daksha Mittal,61,Female,Pune,Single,Self-employed,Shop Owner,240084,99096,58552,6732317,Owned,High School,1,733,48,20,0,126,YouTube,iPhone,72,23.047619047619047,83,8,5,6.0,42179.833333333336,0.3358333333333334,75.08333333333333,1,1
LN360634,C04066,Home Renovation,3241527,2660462,60,10.67,57408.01,0.43,2025-07-24,43,57,0.278,Medium,1,0,1.65,Active,0,Aahana Bains,41,Male,Srinagar,Married,Salaried,Doctor,75995,32029,20252,605117,Rented,Master,2,730,87,12,7,133,Google Ads,Web,53,6.857142857142857,44,2,1,1.0,60580.583333333336,0.32666666666666666,76.25,3,2
LN623087,C04067,Personal,2992207,2218384,12,14.52,199725.48,1.59,2025-01-25,50,50,0.32,High,0,Insufficient Repayment Capacity,1.47,Rejected,0,Sathvik Divan,41,Male,Pune,Married,Salaried,Accountant,72912,51572,2234,382465,Rented,Bachelor,4,712,120,12,6,331,Instagram,Web,100,14.833333333333334,84,2,2,2.0,70521.25,0.35333333333333333,80.91666666666667,0,0
LN346290,C04068,Home Renovation,2436877,2322264,48,9.3,58121.01,0.69,2025-09-06,46,54,0.296,Medium,1,0,2.31,Closed,0,Chandresh Sheth,40,Female,Hyderabad,Single,Salaried,Software Engineer,135256,95204,45212,4274723,Family Owned,High School,1,711,82,12,4,228,Facebook,iPhone,64,3.533333333333333,10,0,1,0.0,38536.333333333336,0.33666666666666667,81.0,1,0
LN133132,C04069,Personal,2742282,2373342,12,12.81,211768.94,2.49,2025-07-14,49,51,0.314,Medium,0,Insufficient Repayment Capacity,2.33,Rejected,0,Maanav Dutta,41,Female,Jamshedpur,Single,Salaried,Sales Executive,62311,27815,7153,971842,Rented,PhD,1,745,6,9,0,110,Instagram,Web,57,3.0833333333333335,8,0,1,0.0,51964.583333333336,0.3566666666666667,79.41666666666667,1,0
LN229400,C04070,Education,109020,100516,48,12.9,2691.61,0.27,2025-11-04,95,5,0.59,High,0,High Risk,0.84,Rejected,0,Chatresh Dada,42,Male,Bhubaneswar,Married,Salaried,Sales Executive,148335,118340,42655,1707774,Rented,Bachelor,1,715,57,14,1,248,Facebook,Web,63,18.5,90,4,4,4.0,-961.3333333333334,0.6716666666666667,71.41666666666667,2,7
LN702238,C04071,Home Renovation,1119336,1021910,60,8.62,21025.2,0.61,2025-05-15,35,65,0.23,Medium,1,0,2.48,Closed,0,Yachana Puri,39,Female,Bhubaneswar,Married,Unemployed,Unemployed,4335,2948,0,3010,Owned,High School,3,503,33,0,1,69,Referral,iPhone,33,3.0,13,0,1,0.0,14904.166666666666,0.37999999999999995,87.25,1,0
LN952792,C04072,Vehicle,2366514,2113313,48,8.19,51780.83,0.78,2025-09-10,76,24,0.476,High,0,Insufficient Repayment Capacity,2.64,Rejected,0,Luke Morar,42,Female,Nagpur,Married,Salaried,Software Engineer,98321,64251,14912,587797,Rented,Bachelor,3,709,89,14,6,138,Instagram,Android,83,9.058823529411764,49,3,6,1.0,21032.333333333332,0.32416666666666666,76.66666666666667,0,0
LN668674,C04073,Home Renovation,3483337,2821890,60,8.03,57258.28,0.73,2025-04-25,53,47,0.338,High,0,Insufficient Repayment Capacity,3.0,Rejected,0,Daniel Sandhu,38,Female,Ahmedabad,Single,Self-employed,Consultant,74054,44570,24972,1233348,Rented,Diploma,1,724,110,15,6,72,YouTube,Android,19,15.285714285714286,85,4,3,4.0,30468.166666666668,0.3666666666666667,76.16666666666667,2,1
LN649105,C04074,Medical,1170471,916941,36,11.83,30381.16,0.47,2025-05-19,30,70,0.2,Medium,1,0,1.19,Active,0,Omisha Atwal,33,Male,Mumbai,Single,Salaried,Sales Executive,82882,60519,12431,838468,Owned,PhD,1,727,116,5,6,1,Facebook,Web,1,3.0476190476190474,12,0,3,0.0,21260.5,0.3183333333333333,79.91666666666667,0,0
LN525473,C04075,Vehicle,1713396,1461587,48,8.07,35729.65,0.47,2025-08-07,27,73,0.182,Medium,1,0,1.62,Active,0,Amrita Palan,53,Female,Meerut,Married,Self-employed,Shop Owner,70629,45266,26858,966608,Family Owned,PhD,3,678,17,14,1,5,Referral,iPhone,2,3.8333333333333335,14,0,3,0.0,35930.583333333336,0.33,97.33333333333333,0,0
LN276551,C04076,Medical,4255208,3038525,36,11.42,100082.85,0.69,2024-10-31,53,47,0.338,High,1,0,1.75,Closed,0,Radhika Raman,36,Male,Delhi,Divorced,Salaried,Accountant,81319,39972,27066,1307397,Owned,Diploma,1,758,94,12,6,5,Google Ads,Web,2,5.0,44,1,3,1.0,36480.166666666664,0.3416666666666666,51.166666666666664,0,0
LN372865,C04077,Medical,661657,628096,36,18.11,22741.85,0.39,2024-08-18,60,40,0.38,High,1,0,0.9,Defaulted,1,Parth Shankar,47,Male,Ranchi,Married,Salaried,Sales Executive,37153,20797,11518,127310,Family Owned,High School,4,696,28,0,0,292,Facebook,iPhone,76,13.714285714285714,87,5,5,3.0,10530.0,0.38166666666666665,77.91666666666667,0,0
LN357820,C04078,Vehicle,372329,312224,48,10.9,8054.44,0.21,2025-02-11,32,68,0.212,Medium,1,0,0.68,Active,0,Ikbal Sibal,56,Female,Indore,Married,Salaried,Government Employee,128061,95088,8760,1770109,Family Owned,PhD,2,727,88,19,4,74,Instagram,Web,26,3.1666666666666665,8,0,2,0.0,21017.0,0.3175,81.91666666666667,1,0
LN150979,C04079,Education,103782,101665,48,11.62,2658.3,0.22,2025-10-30,68,32,0.428,High,1,0,0.69,Defaulted,1,Isaac Dugar,37,Male,Meerut,Married,Salaried,Sales Executive,116539,71036,27953,933317,Rented,Diploma,3,685,64,1,3,224,Referral,Web,97,29.142857142857142,85,6,1,6.0,-119.33333333333333,0.6425,51.666666666666664,1,6
LN662400,C04080,Medical,3666206,2892725,36,12.27,96453.33,0.66,2024-09-05,35,65,0.23,Medium,1,0,1.65,Closed,0,Lekha Bala,61,Female,Bhubaneswar,Single,Self-employed,Consultant,118234,79791,24130,1360627,Rented,Master,1,642,87,12,0,134,Google Ads,Web,69,3.2,14,0,2,0.0,77549.58333333333,0.1475,92.08333333333333,2,0
LN918549,C04081,Personal,116207,88375,12,14.3,7947.42,0.46,2024-08-15,70,30,0.44,High,1,0,0.42,Defaulted,1,Eta Mukhopadhyay,32,Female,Indore,Single,Salaried,Bank Officer,43205,24767,5528,391526,Owned,Master,0,712,37,9,2,30,Facebook,Web,10,13.5,62,3,4,2.0,2110.0833333333335,0.6125,50.583333333333336,1,5
LN123188,C04082,Personal,825856,786185,24,14.94,38097.07,0.51,2024-07-23,32,68,0.212,Medium,1,0,0.87,Closed,0,Faras Chhabra,43,Female,Srinagar,Married,Salaried,Software Engineer,45965,19439,1481,404818,Owned,Diploma,4,693,28,9,0,206,Instagram,Android,69,7.785714285714286,62,2,2,1.0,25461.583333333332,0.3416666666666666,84.08333333333333,0,0
LN403814,C04083,Personal,1590788,1437019,36,12.92,48363.5,1.06,2026-01-24,63,37,0.398,High,0,Insufficient Repayment Capacity,2.63,Rejected,0,Utkarsh Bhardwaj,54,Female,Darbhanga,Married,Salaried,Software Engineer,95758,39043,31914,1155013,Owned,High School,3,762,69,3,1,259,Referral,iPhone,87,13.666666666666666,80,4,5,2.0,9888.833333333334,0.34583333333333327,81.08333333333333,1,1
LN234665,C04084,Education,122009,109035,48,8.99,2712.82,0.43,2025-10-01,87,13,0.542,High,0,High Risk,1.43,Rejected,0,Wyatt Mittal,24,Male,Surat,Single,Salaried,Sales Executive,95151,61459,13406,1613586,Family Owned,Bachelor,1,687,15,1,1,318,Facebook,iPhone,97,3.4,19,1,1,0.0,-51.833333333333336,0.6408333333333333,41.5,2,4
LN883715,C04085,Personal,1171743,1058067,36,21.91,40358.81,0.4,2026-05-12,55,45,0.35,High,1,0,0.88,Active,0,Indali Kala,50,Male,Srinagar,Single,Salaried,Doctor,63167,40257,24893,390403,Rented,High School,1,737,101,2,8,264,Instagram,iPhone,71,15.222222222222221,78,3,2,3.0,19895.333333333332,0.32583333333333336,84.08333333333333,2,1
LN769988,C04086,Business,638142,533388,48,13.76,14511.48,0.33,2026-04-14,20,80,0.14,Low,1,0,1.02,Active,0,Nikita Randhawa,22,Male,Indore,Single,Student,Student,26804,13444,3617,80170,Family Owned,Diploma,0,614,39,0,0,65,Referral,iPhone,35,4.130434782608695,20,1,2,0.0,18853.0,0.35000000000000003,80.41666666666667,2,2
LN405613,C04087,Personal,1805578,1326876,24,13.04,63107.04,0.63,2025-11-25,37,63,0.242,Medium,1,0,1.1,Closed,0,Omisha Sarkar,23,Female,Delhi,Single,Student,Student,9535,6657,3413,18866,Owned,Diploma,1,586,17,0,1,66,YouTube,iPhone,34,5.666666666666667,19,2,2,0.0,23430.333333333332,0.37916666666666665,93.25,1,1
LN373633,C04088,Home Renovation,50000,38034,48,11.31,988.74,0.78,2026-01-14,100,0,0.62,High,0,High Risk,2.51,Rejected,0,Unnati Kota,50,Male,Bhopal,Married,Unemployed,Unemployed,8829,5657,0,8331,Rented,PhD,4,498,100,0,1,157,Facebook,Android,66,13.473684210526315,60,6,5,3.0,-505.75,0.6558333333333334,49.833333333333336,1,11
